vid_num,awgn,filter_str,br,psnr
videoSRC04_1280x720_30.yuv,40,0,512,26.750859526250853
videoSRC04_1280x720_30.yuv,40,0,768,26.772263365109705
videoSRC04_1280x720_30.yuv,40,0,1000,26.81068315540461
videoSRC04_1280x720_30.yuv,40,0,1500,27.21087438761658
videoSRC04_1280x720_30.yuv,40,0,2000,27.90417109370468
videoSRC04_1280x720_30.yuv,40,0,3000,29.329726755286604
videoSRC04_1280x720_30.yuv,40,0,4000,30.558200523563677
videoSRC05_1280x720_25.yuv,20,0,256,23.32197644479162
videoSRC05_1280x720_25.yuv,20,0,512,24.531221094674326
videoSRC05_1280x720_25.yuv,20,0,768,23.03918635792788
videoSRC05_1280x720_25.yuv,20,0,1000,22.23579181493116
videoSRC05_1280x720_25.yuv,20,0,1500,21.612046311275066
videoSRC05_1280x720_25.yuv,20,0,2000,21.969413018957763
videoSRC05_1280x720_25.yuv,20,0,3000,22.63328810739035
videoSRC05_1280x720_25.yuv,20,0,4000,23.350039963514373
videoSRC05_1280x720_25.yuv,25,0,256,24.462973934961557
videoSRC05_1280x720_25.yuv,25,0,512,27.061264942126137
videoSRC05_1280x720_25.yuv,25,0,768,27.911037720729983
videoSRC05_1280x720_25.yuv,25,0,1000,27.387185700215657
videoSRC05_1280x720_25.yuv,25,0,1500,24.82542520347408
videoSRC05_1280x720_25.yuv,25,0,2000,24.486505347309624
videoSRC05_1280x720_25.yuv,25,0,3000,25.181495941208524
videoSRC05_1280x720_25.yuv,25,0,4000,25.950697811127792
videoSRC05_1280x720_25.yuv,30,0,256,24.620368978425944
videoSRC05_1280x720_25.yuv,30,0,512,27.460811394384123
videoSRC05_1280x720_25.yuv,30,0,768,29.342125698412698
videoSRC05_1280x720_25.yuv,30,0,1000,30.424253009111528
videoSRC05_1280x720_25.yuv,30,0,1500,30.18006071450936
videoSRC05_1280x720_25.yuv,30,0,2000,27.876350335682428
videoSRC05_1280x720_25.yuv,30,0,3000,27.42530081970019
videoSRC05_1280x720_25.yuv,30,0,4000,28.233307561508756
videoSRC05_1280x720_25.yuv,35,0,256,24.910869605562127
videoSRC05_1280x720_25.yuv,35,0,512,27.87208075095769
videoSRC05_1280x720_25.yuv,35,0,768,29.911630077784757
videoSRC05_1280x720_25.yuv,35,0,1000,31.162785924414212
videoSRC05_1280x720_25.yuv,35,0,1500,32.89697363110077
videoSRC05_1280x720_25.yuv,35,0,2000,33.45531110195541
videoSRC05_1280x720_25.yuv,35,0,3000,31.561845916262445
videoSRC05_1280x720_25.yuv,35,0,4000,31.28383144597162
videoSRC05_1280x720_25.yuv,40,0,256,25.023134651016942
videoSRC05_1280x720_25.yuv,40,0,512,28.142747929830627
videoSRC05_1280x720_25.yuv,40,0,768,30.143089903504592
videoSRC05_1280x720_25.yuv,40,0,1000,31.489700971753837
videoSRC05_1280x720_25.yuv,40,0,1500,33.44915989849399
videoSRC05_1280x720_25.yuv,40,0,2000,34.77413908113829
videoSRC05_1280x720_25.yuv,40,0,3000,35.89642630073415
videoSRC05_1280x720_25.yuv,40,0,4000,35.37190363074637
videoSRC06_1280x720_25.yuv,20,0,256,24.85574365743899
videoSRC06_1280x720_25.yuv,20,0,512,25.5619674198183
videoSRC06_1280x720_25.yuv,20,0,768,27.96006278656012
videoSRC06_1280x720_25.yuv,20,0,1000,26.57630369751984
videoSRC06_1280x720_25.yuv,20,0,1500,23.289860501605986
videoSRC06_1280x720_25.yuv,20,0,2000,23.399147162978398
videoSRC06_1280x720_25.yuv,20,0,3000,23.706181334888225
videoSRC06_1280x720_25.yuv,20,0,4000,24.867057780012725
videoSRC06_1280x720_25.yuv,25,0,256,27.413038115105085
videoSRC06_1280x720_25.yuv,25,0,512,26.736539314770862
videoSRC06_1280x720_25.yuv,25,0,768,27.720942704617325
videoSRC06_1280x720_25.yuv,25,0,1000,30.4207425322577
videoSRC06_1280x720_25.yuv,25,0,1500,28.18624095893885
videoSRC06_1280x720_25.yuv,25,0,2000,26.20772321920754
videoSRC06_1280x720_25.yuv,25,0,3000,27.080055863731594
videoSRC06_1280x720_25.yuv,25,0,4000,28.01720271705813
videoSRC06_1280x720_25.yuv,30,0,256,31.177380731651972
videoSRC06_1280x720_25.yuv,30,0,512,28.6916248681977
videoSRC06_1280x720_25.yuv,30,0,768,28.96437775992517
videoSRC06_1280x720_25.yuv,30,0,1000,29.276299088852117
videoSRC06_1280x720_25.yuv,30,0,1500,33.74642214723555
videoSRC06_1280x720_25.yuv,30,0,2000,31.558591409804162
videoSRC06_1280x720_25.yuv,30,0,3000,30.282370730186255
videoSRC06_1280x720_25.yuv,30,0,4000,31.158730040324407
videoSRC06_1280x720_25.yuv,35,0,256,35.429067434806335
videoSRC06_1280x720_25.yuv,35,0,512,31.157584023825212
videoSRC06_1280x720_25.yuv,35,0,768,31.270252460558808
videoSRC06_1280x720_25.yuv,35,0,1000,31.698370782029922
videoSRC06_1280x720_25.yuv,35,0,1500,33.69307301952898
videoSRC06_1280x720_25.yuv,35,0,2000,35.37078582371819
videoSRC06_1280x720_25.yuv,35,0,3000,33.61213523040689
videoSRC06_1280x720_25.yuv,35,0,4000,33.81481580858935
videoSRC06_1280x720_25.yuv,40,0,256,35.68348226843451
videoSRC06_1280x720_25.yuv,40,0,512,33.1827884368922
videoSRC06_1280x720_25.yuv,40,0,768,33.08395364665447
videoSRC06_1280x720_25.yuv,40,0,1000,33.56442932974359
videoSRC06_1280x720_25.yuv,40,0,1500,34.93812169489711
videoSRC06_1280x720_25.yuv,40,0,2000,35.96586840388493
videoSRC06_1280x720_25.yuv,40,0,3000,35.766483586721584
videoSRC06_1280x720_25.yuv,40,0,4000,35.47612215327675
videoSRC07_1280x720_25.yuv,20,0,256,26.486318327037075
videoSRC07_1280x720_25.yuv,20,0,512,27.59320803305347
videoSRC07_1280x720_25.yuv,20,0,768,24.58728733153529
videoSRC07_1280x720_25.yuv,20,0,1000,23.508488651542457
videoSRC07_1280x720_25.yuv,20,0,1500,22.900951174440742
videoSRC07_1280x720_25.yuv,20,0,2000,23.175831256187728
videoSRC07_1280x720_25.yuv,20,0,3000,23.686917010751447
videoSRC07_1280x720_25.yuv,20,0,4000,24.607474518220688
videoSRC07_1280x720_25.yuv,25,0,256,27.865776254837105
videoSRC07_1280x720_25.yuv,25,0,512,30.681102950526284
videoSRC07_1280x720_25.yuv,25,0,768,30.893170408003197
videoSRC07_1280x720_25.yuv,25,0,1000,29.382612690108374
videoSRC07_1280x720_25.yuv,25,0,1500,25.945212538685087
videoSRC07_1280x720_25.yuv,25,0,2000,25.691016675907434
videoSRC07_1280x720_25.yuv,25,0,3000,26.141309288091502
videoSRC07_1280x720_25.yuv,25,0,4000,26.880257299209855
videoSRC07_1280x720_25.yuv,30,0,256,29.11806601569016
videoSRC07_1280x720_25.yuv,30,0,512,31.724862877992987
videoSRC07_1280x720_25.yuv,30,0,768,33.03874470967293
videoSRC07_1280x720_25.yuv,30,0,1000,33.566052840126545
videoSRC07_1280x720_25.yuv,30,0,1500,32.38122730695168
videoSRC07_1280x720_25.yuv,30,0,2000,29.768062684216357
videoSRC07_1280x720_25.yuv,30,0,3000,29.491020773306598
videoSRC07_1280x720_25.yuv,30,0,4000,30.20267007948351
videoSRC07_1280x720_25.yuv,35,0,256,29.855475893549723
videoSRC07_1280x720_25.yuv,35,0,512,32.352110449555305
videoSRC07_1280x720_25.yuv,35,0,768,33.67456448693291
videoSRC07_1280x720_25.yuv,35,0,1000,34.462667704061175
videoSRC07_1280x720_25.yuv,35,0,1500,35.41405222547674
videoSRC07_1280x720_25.yuv,35,0,2000,35.232573436188495
videoSRC07_1280x720_25.yuv,35,0,3000,33.15826305287446
videoSRC07_1280x720_25.yuv,35,0,4000,33.18274460261829
videoSRC07_1280x720_25.yuv,40,0,256,30.097624890482923
videoSRC07_1280x720_25.yuv,40,0,512,32.53169267056206
videoSRC07_1280x720_25.yuv,40,0,768,33.87784049796564
videoSRC07_1280x720_25.yuv,40,0,1000,34.727836126235175
videoSRC07_1280x720_25.yuv,40,0,1500,35.94589944904469
videoSRC07_1280x720_25.yuv,40,0,2000,36.65018482070691
videoSRC07_1280x720_25.yuv,40,0,3000,36.70503271668697
videoSRC07_1280x720_25.yuv,40,0,4000,36.018224305721375
videoSRC08_1280x720_25.yuv,20,0,256,28.814768215553265
videoSRC08_1280x720_25.yuv,20,0,512,30.132592319367927
videoSRC08_1280x720_25.yuv,20,0,768,27.264374068686436
videoSRC08_1280x720_25.yuv,20,0,1000,25.05815958431696
videoSRC08_1280x720_25.yuv,20,0,1500,24.421204810579635
videoSRC08_1280x720_25.yuv,20,0,2000,24.371594150852957
videoSRC08_1280x720_25.yuv,20,0,3000,24.930342098759816
videoSRC08_1280x720_25.yuv,20,0,4000,25.577225606419947
videoSRC08_1280x720_25.yuv,25,0,256,31.467098527251327
videoSRC08_1280x720_25.yuv,25,0,512,33.94518651290814
videoSRC08_1280x720_25.yuv,25,0,768,33.41131892009283
videoSRC08_1280x720_25.yuv,25,0,1000,31.952028660100876
videoSRC08_1280x720_25.yuv,25,0,1500,27.46198299873187
videoSRC08_1280x720_25.yuv,25,0,2000,26.921108878345482
videoSRC08_1280x720_25.yuv,25,0,3000,27.40487974420646
videoSRC08_1280x720_25.yuv,25,0,4000,28.028494861870293
videoSRC08_1280x720_25.yuv,30,0,256,32.91277030707504
videoSRC08_1280x720_25.yuv,30,0,512,36.39763938238594
videoSRC08_1280x720_25.yuv,30,0,768,35.64908269867014
videoSRC08_1280x720_25.yuv,30,0,1000,34.85804405683119
videoSRC08_1280x720_25.yuv,30,0,1500,34.83881328167235
videoSRC08_1280x720_25.yuv,30,0,2000,31.270013022377757
videoSRC08_1280x720_25.yuv,30,0,3000,30.988794926749758
videoSRC08_1280x720_25.yuv,30,0,4000,31.71385355499454
videoSRC08_1280x720_25.yuv,35,0,256,33.969917501580134
videoSRC08_1280x720_25.yuv,35,0,512,37.44198787532714
videoSRC08_1280x720_25.yuv,35,0,768,38.741160245619305
videoSRC08_1280x720_25.yuv,35,0,1000,38.30670541306211
videoSRC08_1280x720_25.yuv,35,0,1500,37.719130188638616
videoSRC08_1280x720_25.yuv,35,0,2000,38.29224735775892
videoSRC08_1280x720_25.yuv,35,0,3000,35.046066700372215
videoSRC08_1280x720_25.yuv,35,0,4000,35.11740790593982
videoSRC08_1280x720_25.yuv,40,0,256,34.54533901371291
videoSRC08_1280x720_25.yuv,40,0,512,38.0062953960829
videoSRC08_1280x720_25.yuv,40,0,768,39.62405876045801
videoSRC08_1280x720_25.yuv,40,0,1000,40.30724641050915
videoSRC08_1280x720_25.yuv,40,0,1500,40.181734473197636
videoSRC08_1280x720_25.yuv,40,0,2000,40.251892180166095
videoSRC08_1280x720_25.yuv,40,0,3000,40.2437145033268
videoSRC08_1280x720_25.yuv,40,0,4000,38.7503194079363
videoSRC09_1280x720_25.yuv,20,0,256,21.707850670613915
videoSRC09_1280x720_25.yuv,20,0,512,22.45563671606355
videoSRC09_1280x720_25.yuv,20,0,768,22.21373057061971
videoSRC09_1280x720_25.yuv,20,0,1000,21.547033423606575
videoSRC09_1280x720_25.yuv,20,0,1500,20.812713716107755
videoSRC09_1280x720_25.yuv,20,0,2000,20.83697138325302
videoSRC09_1280x720_25.yuv,20,0,3000,21.157127334545738
videoSRC09_1280x720_25.yuv,20,0,4000,21.5370156092678
videoSRC09_1280x720_25.yuv,25,0,256,22.166523342029013
videoSRC09_1280x720_25.yuv,25,0,512,24.097492986942935
videoSRC09_1280x720_25.yuv,25,0,768,24.859488646853773
videoSRC09_1280x720_25.yuv,25,0,1000,25.06217095655082
videoSRC09_1280x720_25.yuv,25,0,1500,24.36337229260275
videoSRC09_1280x720_25.yuv,25,0,2000,23.635862985654494
videoSRC09_1280x720_25.yuv,25,0,3000,23.80344801873932
videoSRC09_1280x720_25.yuv,25,0,4000,24.312207718411162
videoSRC09_1280x720_25.yuv,30,0,256,22.6665787956208
videoSRC09_1280x720_25.yuv,30,0,512,24.811314444397446
videoSRC09_1280x720_25.yuv,30,0,768,26.136099118990632
videoSRC09_1280x720_25.yuv,30,0,1000,26.91384377897069
videoSRC09_1280x720_25.yuv,30,0,1500,27.760422484895344
videoSRC09_1280x720_25.yuv,30,0,2000,27.945400264978673
videoSRC09_1280x720_25.yuv,30,0,3000,27.27922977516244
videoSRC09_1280x720_25.yuv,30,0,4000,27.290074966214213
videoSRC09_1280x720_25.yuv,35,0,256,22.884001757701284
videoSRC09_1280x720_25.yuv,35,0,512,25.13548316965574
videoSRC09_1280x720_25.yuv,35,0,768,26.577521265721973
videoSRC09_1280x720_25.yuv,35,0,1000,27.53586453998734
videoSRC09_1280x720_25.yuv,35,0,1500,28.991212845521236
videoSRC09_1280x720_25.yuv,35,0,2000,29.883347586795995
videoSRC09_1280x720_25.yuv,35,0,3000,30.814868012974014
videoSRC09_1280x720_25.yuv,35,0,4000,31.068350067512633
videoSRC09_1280x720_25.yuv,40,0,256,22.999326562345942
videoSRC09_1280x720_25.yuv,40,0,512,25.264428134763442
videoSRC09_1280x720_25.yuv,40,0,768,26.750620283033275
videoSRC09_1280x720_25.yuv,40,0,1000,27.760737781364057
videoSRC09_1280x720_25.yuv,40,0,1500,29.38819753600094
videoSRC09_1280x720_25.yuv,40,0,2000,30.550119777599125
videoSRC09_1280x720_25.yuv,40,0,3000,32.069928568648194
videoSRC09_1280x720_25.yuv,40,0,4000,33.01720409408967
videoSRC10_1280x720_30.yuv,20,0,256,17.0456912546025
videoSRC10_1280x720_30.yuv,20,0,512,19.312128018308094
videoSRC10_1280x720_30.yuv,20,0,768,20.509822949145413
videoSRC10_1280x720_30.yuv,20,0,1000,20.1976978231928
videoSRC10_1280x720_30.yuv,20,0,1500,18.965929664160722
videoSRC10_1280x720_30.yuv,20,0,2000,18.991907727079848
videoSRC10_1280x720_30.yuv,20,0,3000,19.90666413504767
videoSRC10_1280x720_30.yuv,20,0,4000,20.746130466486026
videoSRC10_1280x720_30.yuv,25,0,256,17.232869792342584
videoSRC10_1280x720_30.yuv,25,0,512,19.905001415572183
videoSRC10_1280x720_30.yuv,25,0,768,22.4057380849687
videoSRC10_1280x720_30.yuv,25,0,1000,23.425160417544618
videoSRC10_1280x720_30.yuv,25,0,1500,23.65200543191443
videoSRC10_1280x720_30.yuv,25,0,2000,22.756842814076787
videoSRC10_1280x720_30.yuv,25,0,3000,22.650322516292395
videoSRC10_1280x720_30.yuv,25,0,4000,23.358795441865187
videoSRC10_1280x720_30.yuv,30,0,256,17.49019528117072
videoSRC10_1280x720_30.yuv,30,0,512,20.344411386684694
videoSRC10_1280x720_30.yuv,30,0,768,22.821856343754284
videoSRC10_1280x720_30.yuv,30,0,1000,24.349979661857493
videoSRC10_1280x720_30.yuv,30,0,1500,26.49648013944386
videoSRC10_1280x720_30.yuv,30,0,2000,27.14528533221014
videoSRC10_1280x720_30.yuv,30,0,3000,26.566572688978283
videoSRC10_1280x720_30.yuv,30,0,4000,26.627163204888912
videoSRC10_1280x720_30.yuv,35,0,256,17.594432065143184
videoSRC10_1280x720_30.yuv,35,0,512,20.756344840597464
videoSRC10_1280x720_30.yuv,35,0,768,22.937934714867566
videoSRC10_1280x720_30.yuv,35,0,1000,24.512534464734983
videoSRC10_1280x720_30.yuv,35,0,1500,27.025543692378875
videoSRC10_1280x720_30.yuv,35,0,2000,28.577270063738997
videoSRC10_1280x720_30.yuv,35,0,3000,29.913293986153064
videoSRC10_1280x720_30.yuv,35,0,4000,30.03979023240008
videoSRC10_1280x720_30.yuv,40,0,256,17.723737383393164
videoSRC10_1280x720_30.yuv,40,0,512,21.026638652030748
videoSRC10_1280x720_30.yuv,40,0,768,23.068445510484363
videoSRC10_1280x720_30.yuv,40,0,1000,24.610916890697172
videoSRC10_1280x720_30.yuv,40,0,1500,27.200477470334047
videoSRC10_1280x720_30.yuv,40,0,2000,28.901420100903582
videoSRC10_1280x720_30.yuv,40,0,3000,31.002957863957253
videoSRC10_1280x720_30.yuv,40,0,4000,32.11985653268697
videoSRC11_1280x720_30.yuv,20,0,256,23.916481326771756
videoSRC11_1280x720_30.yuv,20,0,512,26.425010107553543
videoSRC11_1280x720_30.yuv,20,0,768,26.07173369856488
videoSRC11_1280x720_30.yuv,20,0,1000,23.539320455806315
videoSRC11_1280x720_30.yuv,20,0,1500,22.273189276543615
videoSRC11_1280x720_30.yuv,20,0,2000,22.418388258732687
videoSRC11_1280x720_30.yuv,20,0,3000,22.958467246085668
videoSRC11_1280x720_30.yuv,20,0,4000,23.79654349743274
videoSRC11_1280x720_30.yuv,25,0,256,25.261914655800894
videoSRC11_1280x720_30.yuv,25,0,512,28.20833305184484
videoSRC11_1280x720_30.yuv,25,0,768,30.244566322183708
videoSRC11_1280x720_30.yuv,25,0,1000,30.638855608761016
videoSRC11_1280x720_30.yuv,25,0,1500,27.316632444467643
videoSRC11_1280x720_30.yuv,25,0,2000,25.275437697953596
videoSRC11_1280x720_30.yuv,25,0,3000,25.56620868510178
videoSRC11_1280x720_30.yuv,25,0,4000,26.422219618582787
videoSRC11_1280x720_30.yuv,30,0,256,25.965830110873497
videoSRC11_1280x720_30.yuv,30,0,512,29.501369519535373
videoSRC11_1280x720_30.yuv,30,0,768,31.754725490581198
videoSRC11_1280x720_30.yuv,30,0,1000,33.12670896817307
videoSRC11_1280x720_30.yuv,30,0,1500,34.289129151285024
videoSRC11_1280x720_30.yuv,30,0,2000,32.59181992958411
videoSRC11_1280x720_30.yuv,30,0,3000,29.413594512265913
videoSRC11_1280x720_30.yuv,30,0,4000,29.79435238396847
videoSRC11_1280x720_30.yuv,35,0,256,26.338378274610058
videoSRC11_1280x720_30.yuv,35,0,512,30.23711082899586
videoSRC11_1280x720_30.yuv,35,0,768,32.66079106486215
